species_id,name,description,url
219,magcargo,"Magcargo’s body temperature is approximately 18,000 degrees Fahrenheit. Water is vaporized on contact. If this Pokémon is caught in the rain, the raindrops instantly turn into steam, cloaking the area in a thick fog.",https://bulbapedia.bulbagarden.net/wiki/Magcargo_(Pok%C3%A9mon)
220,swinub,"Swinub excels at sniffing out mushrooms buried beneath grass or snow. Since ancient times, the people of Hisui have often relied upon this skill.",https://bulbapedia.bulbagarden.net/wiki/Swinub_(Pok%C3%A9mon)
221,piloswine,"The long fur of this Pokémon covers its eyes, ears, and even limbs, allowing Piloswine to resist harshly frigid conditions. The Pokémon's white tusks can be used to defeat its enemies.",https://bulbapedia.bulbagarden.net/wiki/Piloswine_(Pok%C3%A9mon)
222,corsola,"These Pokémon live in warm seas. In prehistoric times, many lived in the oceans around the Galar region as well.",https://bulbapedia.bulbagarden.net/wiki/Corsola_(Pok%C3%A9mon)
223,remoraid,Spits water from its mouth with incredible accuracy. It captures Burmy by shooting them down off the branches from which they dangle.,https://bulbapedia.bulbagarden.net/wiki/Remoraid_(Pok%C3%A9mon)
224,octillery,"While Octillery still shoots water from its mouth, the drastic anatomical difference between it and Remoraid meant that for a long time, no one believed the former evolved from the latter.",https://bulbapedia.bulbagarden.net/wiki/Octillery_(Pok%C3%A9mon)
225,delibird,"It has a generous habit of sharing its food with people and Pokémon, so it’s always scrounging around for more food.",https://bulbapedia.bulbagarden.net/wiki/Delibird_(Pok%C3%A9mon)
226,mantine,"This calm and gentle Pokémon swims gracefully through the sea. After building speed, it can leap out of the water. It is often misidentified as a bird Pokémon due to this behavior.",https://bulbapedia.bulbagarden.net/wiki/Mantine_(Pok%C3%A9mon)
227,skarmory,"People fashion swords from Skarmory’s shed feathers, so this Pokémon is a popular element in heraldic designs.",https://bulbapedia.bulbagarden.net/wiki/Skarmory_(Pok%C3%A9mon)
228,houndour,They make repeated eerie howls before dawn to call attention to their pack.,https://bulbapedia.bulbagarden.net/wiki/Houndour_(Pok%C3%A9mon)
229,houndoom,"Identifiable by its eerie howls, people a long time ago thought it was the grim reaper and feared it.",https://bulbapedia.bulbagarden.net/wiki/Houndoom_(Pok%C3%A9mon)
230,kingdra,Scales shed by this Pokémon have such a splendorous gleam to them that they’ve been given to royalty as gifts.,https://bulbapedia.bulbagarden.net/wiki/Kingdra_(Pok%C3%A9mon)
231,phanpy,"Phanpy uses its long nose to shower itself. When others gather around, they thoroughly douse each other with water. These Pokémon can be seen drying their soaking-wet bodies at the edge of water.",https://bulbapedia.bulbagarden.net/wiki/Phanpy_(Pok%C3%A9mon)
232,donphan,"If Donphan were to tackle with its hard body, even a house could be destroyed. Using its massive strength, the Pokémon helps clear rock and mud slides that block mountain trails.",https://bulbapedia.bulbagarden.net/wiki/Donphan_(Pok%C3%A9mon)
233,porygon2,"A bizarre item caused this Pokémon to evolve. While it now exhibits many new gestures and expressions, its biology remains inscrutable.",https://bulbapedia.bulbagarden.net/wiki/Porygon2_(Pok%C3%A9mon)
234,stantler,Its strangely shaped antlers have the power to bewitch those who see them. Medicine made by grinding up the black orbs from fallen antlers is an effective treatment for insomnia.,https://bulbapedia.bulbagarden.net/wiki/Stantler_(Pok%C3%A9mon)
235,smeargle,"It draws symbols with the fluid that oozes from the tip of its tail. Depending on the symbol, Smeargle fanatics will pay big money for them.",https://bulbapedia.bulbagarden.net/wiki/Smeargle_(Pok%C3%A9mon)
236,tyrogue,"Even though it is small, it can’t be ignored because it will slug any handy target without warning.",https://bulbapedia.bulbagarden.net/wiki/Tyrogue_(Pok%C3%A9mon)
237,hitmontop,"After doing a handstand to throw off the opponent’s timing, it presents its fancy kick moves.",https://bulbapedia.bulbagarden.net/wiki/Hitmontop_(Pok%C3%A9mon)
238,smoochum,This is a very curious Pokémon. Smoochum decides what it likes and dislikes by touching things with its lips.,https://bulbapedia.bulbagarden.net/wiki/Smoochum_(Pok%C3%A9mon)
239,elekid,"They generate electricity by spinning their arms. During a thunderstorm, if one hears the lively voices of children out in the wilderness, what one is actually hearing are the voices of Elekid.",https://bulbapedia.bulbagarden.net/wiki/Elekid_(Pok%C3%A9mon)
240,magby,"This Pokémon lives in volcanic areas. With each breath, sparks spurt from its mouth and nose. When Magby is in good health, its flames gain a yellow tint.",https://bulbapedia.bulbagarden.net/wiki/Magby_(Pok%C3%A9mon)
241,miltank,"This Pokémon needs to be milked every day, or else it will fall ill. The flavor of Miltank milk changes with the seasons.",https://bulbapedia.bulbagarden.net/wiki/Miltank_(Pok%C3%A9mon)
242,blissey,A kindhearted Pokémon that will care for any sick person or Pokémon until their health improves. The eggs it lays are delicious and bring good fortune to those who eat them.,https://bulbapedia.bulbagarden.net/wiki/Blissey_(Pok%C3%A9mon)
243,raikou,Raikou embodies the speed of lightning. The roars of this Pokémon send shock waves shuddering through the air and shake the ground as if lightning bolts had come crashing down.,https://bulbapedia.bulbagarden.net/wiki/Raikou_(Pok%C3%A9mon)
244,entei,Entei embodies the passion of magma. This Pokémon is thought to have been born in the eruption of a volcano. It sends up massive bursts of fire that utterly consume all that they touch.,https://bulbapedia.bulbagarden.net/wiki/Entei_(Pok%C3%A9mon)
245,suicune,Suicune embodies the compassion of a pure spring of water. It runs across the land with gracefulness. This Pokémon has the power to purify dirty water.,https://bulbapedia.bulbagarden.net/wiki/Suicune_(Pok%C3%A9mon)
246,larvitar,"It feeds on soil. After it has eaten a large mountain, it will fall asleep so it can grow.",https://bulbapedia.bulbagarden.net/wiki/Larvitar_(Pok%C3%A9mon)
247,pupitar,"It will not stay still, even while it’s a pupa. It already has arms and legs under its solid shell.",https://bulbapedia.bulbagarden.net/wiki/Pupitar_(Pok%C3%A9mon)
248,tyranitar,The quakes caused when it walks make even great mountains crumble and change the surrounding terrain.,https://bulbapedia.bulbagarden.net/wiki/Tyranitar_(Pok%C3%A9mon)
249,lugia,"Lugia’s wings pack devastating power—a light fluttering of its wings can blow apart regular houses. As a result, this Pokémon chooses to live out of sight deep under the sea.",https://bulbapedia.bulbagarden.net/wiki/Lugia_(Pok%C3%A9mon)
250,ho-oh,Ho-Oh’s feathers glow in seven colors depending on the angle at which they are struck by light. These feathers are said to bring happiness to the bearers. This Pokémon is said to live at the foot of a rainbow.,https://bulbapedia.bulbagarden.net/wiki/Ho-Oh_(Pok%C3%A9mon)
251,celebi,"This Pokémon traveled through time to come from the future. It bolsters grass and trees with its own strength, and it can heal wounds, too.",https://bulbapedia.bulbagarden.net/wiki/Celebi_(Pok%C3%A9mon)
252,treecko,"Treecko is cool, calm, and collected—it never panics under any situation. If a bigger foe were to glare at this Pokémon, it would glare right back without conceding an inch of ground.",https://bulbapedia.bulbagarden.net/wiki/Treecko_(Pok%C3%A9mon)
253,grovyle,"This Pokémon adeptly flies from branch to branch in trees. In a forest, no Pokémon can ever hope to catch a fleeing Grovyle however fast they may be.",https://bulbapedia.bulbagarden.net/wiki/Grovyle_(Pok%C3%A9mon)
254,sceptile,Sceptile has seeds growing on its back. They are said to be bursting with nutrients that revitalize trees. This Pokémon raises the trees in a forest with loving care.,https://bulbapedia.bulbagarden.net/wiki/Sceptile_(Pok%C3%A9mon)
255,torchic,Torchic has a place inside its body where it keeps its flame. Give it a hug—it will be glowing with warmth. This Pokémon is covered all over by a fluffy coat of down.,https://bulbapedia.bulbagarden.net/wiki/Torchic_(Pok%C3%A9mon)
256,combusken,Combusken battles with the intensely hot flames it spews from its beak and with outstandingly destructive kicks. This Pokémon’s cry is very loud and distracting.,https://bulbapedia.bulbagarden.net/wiki/Combusken_(Pok%C3%A9mon)
257,blaziken,Blaziken has incredibly strong legs—it can easily clear a 30-story building in one leap. This Pokémon’s blazing punches leave its foes scorched and blackened.,https://bulbapedia.bulbagarden.net/wiki/Blaziken_(Pok%C3%A9mon)
258,mudkip,"In water, Mudkip breathes using the gills on its cheeks. If it is faced with a tight situation in battle, this Pokémon will unleash its amazing power—it can crush rocks bigger than itself.",https://bulbapedia.bulbagarden.net/wiki/Mudkip_(Pok%C3%A9mon)
259,marshtomp,"Marshtomp is much faster at traveling through mud than it is at swimming. This Pokémon’s hindquarters exhibit obvious development, giving it the ability to walk on just its hind legs.",https://bulbapedia.bulbagarden.net/wiki/Marshtomp_(Pok%C3%A9mon)
260,swampert,"Swampert predicts storms by sensing subtle differences in the sounds of waves and tidal winds with its fins. If a storm is approaching, it piles up boulders to protect itself.",https://bulbapedia.bulbagarden.net/wiki/Swampert_(Pok%C3%A9mon)
261,poochyena,Poochyena is an omnivore—it will eat anything. A distinguishing feature is how large its fangs are compared to its body. This Pokémon tries to intimidate its foes by making the hair on its tail bristle out.,https://bulbapedia.bulbagarden.net/wiki/Poochyena_(Pok%C3%A9mon)
262,mightyena,Mightyena travel and act as a pack in the wild. The memory of its life in the wild compels the Pokémon to obey only those Trainers that it recognizes to possess superior skill.,https://bulbapedia.bulbagarden.net/wiki/Mightyena_(Pok%C3%A9mon)
263,zigzagoon,"Zigzagoon that adapted to regions outside Galar acquired this appearance. If you’ve lost something, this Pokémon can likely find it.",https://bulbapedia.bulbagarden.net/wiki/Zigzagoon_(Pok%C3%A9mon)
264,linoone,It uses its explosive speed and razor-sharp claws to bring down prey. Running along winding paths is not its strong suit.,https://bulbapedia.bulbagarden.net/wiki/Linoone_(Pok%C3%A9mon)
265,wurmple,Likes sap and is abundant in the wild. Why it evolves into various different forms is unknown. One cannot tell from a Wurmple's appearance which form it will take when it evolves.,https://bulbapedia.bulbagarden.net/wiki/Wurmple_(Pok%C3%A9mon)
266,silcoon,"Wraps itself in thin strings of silk while it stores energy for evolution. It can't extend its limbs and its movement is slow, but its eyes keep a sharp lookout—Silcoon is always on guard.",https://bulbapedia.bulbagarden.net/wiki/Silcoon_(Pok%C3%A9mon)
267,beautifly,"A colorful and incredibly beautiful but also greedy Pokémon. In an effort to keep its favorite food all to itself, it will chase away Combee as they try to gather nectar.",https://bulbapedia.bulbagarden.net/wiki/Beautifly_(Pok%C3%A9mon)
268,cascoon,"The silk coating its body is thin but sufficiently strong. Cascoon's silk has a luster and texture superior to that of Silcoon's, and clothes made using Cascoon silk are regarded as top-notch.",https://bulbapedia.bulbagarden.net/wiki/Cascoon_(Pok%C3%A9mon)
269,dustox,Tends to be drawn to bonfires on dark nights. Difficult to chase away from settlements because of the way it scatters highly toxic scales.,https://bulbapedia.bulbagarden.net/wiki/Dustox_(Pok%C3%A9mon)
270,lotad,Its leaf grew too large for it to live on land. That is how it began to live floating in the water.,https://bulbapedia.bulbagarden.net/wiki/Lotad_(Pok%C3%A9mon)
271,lombre,It lives at the water’s edge where it is sunny. It sleeps on a bed of water grass by day and becomes active at night.,https://bulbapedia.bulbagarden.net/wiki/Lombre_(Pok%C3%A9mon)
272,ludicolo,"If it hears festive music, it begins moving in rhythm in order to amplify its power.",https://bulbapedia.bulbagarden.net/wiki/Ludicolo_(Pok%C3%A9mon)
273,seedot,It attaches itself to a tree branch using the top of its head. Strong winds can sometimes make it fall.,https://bulbapedia.bulbagarden.net/wiki/Seedot_(Pok%C3%A9mon)
274,nuzleaf,They live in holes bored in large trees. The sound of Nuzleaf’s grass flute fills listeners with dread.,https://bulbapedia.bulbagarden.net/wiki/Nuzleaf_(Pok%C3%A9mon)
275,shiftry,It lives quietly in the deep forest. It is said to create chilly winter winds with the fans it holds.,https://bulbapedia.bulbagarden.net/wiki/Shiftry_(Pok%C3%A9mon)
276,taillow,"Taillow is young—it has only just left its nest. As a result, it sometimes becomes lonesome and cries at night. This Pokémon feeds on Wurmple that live in forests.",https://bulbapedia.bulbagarden.net/wiki/Taillow_(Pok%C3%A9mon)
277,swellow,"Swellow is very conscientious about the upkeep of its glossy wings. Once two Swellow are gathered, they diligently take care of cleaning each other’s wings.",https://bulbapedia.bulbagarden.net/wiki/Swellow_(Pok%C3%A9mon)
278,wingull,It soars on updrafts without flapping its wings. It makes a nest on sheer cliffs at the sea’s edge.,https://bulbapedia.bulbagarden.net/wiki/Wingull_(Pok%C3%A9mon)
279,pelipper,"Skimming the water’s surface, it dips its large bill in the sea, scoops up food and water, and carries it.",https://bulbapedia.bulbagarden.net/wiki/Pelipper_(Pok%C3%A9mon)
280,ralts,"Tends to prefer people with a chipper disposition to those who are gloomy, but it has shown no discrimination with regard to age or gender. Needs more research.",https://bulbapedia.bulbagarden.net/wiki/Ralts_(Pok%C3%A9mon)
281,kirlia,"It resembles a maiden in appearance, but it wields strange powers to project visions of paradise. I suspect the crimson ornaments on its head are the key to its abilities.",https://bulbapedia.bulbagarden.net/wiki/Kirlia_(Pok%C3%A9mon)
282,gardevoir,"It will dedicate itself to defending a master it has come to adore. Its pure white dress, reminiscent of those worn by ladies of nobility, is the dress of one who is willing to risk their life.",https://bulbapedia.bulbagarden.net/wiki/Gardevoir_(Pok%C3%A9mon)
283,surskit,"It lives in ponds and marshes that feature lots of plant life. It often fights with Dewpider, whose habitat and diet are similar.",https://bulbapedia.bulbagarden.net/wiki/Surskit_(Pok%C3%A9mon)
284,masquerain,"Its thin, winglike antennae are highly absorbent. It waits out rainy days in tree hollows.",https://bulbapedia.bulbagarden.net/wiki/Masquerain_(Pok%C3%A9mon)
285,shroomish,"If Shroomish senses danger, it shakes its body and scatters spores from the top of its head. This Pokémon’s spores are so toxic, they make trees and weeds wilt.",https://bulbapedia.bulbagarden.net/wiki/Shroomish_(Pok%C3%A9mon)
286,breloom,The seeds ringing Breloom’s tail are made of hardened toxic spores. It is horrible to eat the seeds. Just taking a bite of this Pokémon’s seed will cause your stomach to rumble.,https://bulbapedia.bulbagarden.net/wiki/Breloom_(Pok%C3%A9mon)
287,slakoth,"Slakoth’s heart beats just once a minute. Whatever happens, it is content to loaf around motionless. It is rare to see this Pokémon in motion.",https://bulbapedia.bulbagarden.net/wiki/Slakoth_(Pok%C3%A9mon)
288,vigoroth,"Vigoroth is simply incapable of remaining still. Even when it tries to sleep, the blood in its veins grows agitated, compelling this Pokémon to run wild throughout the jungle before it can settle down.",https://bulbapedia.bulbagarden.net/wiki/Vigoroth_(Pok%C3%A9mon)
289,slaking,"Wherever Slaking live, rings of over a yard in diameter appear in grassy fields. They are made by the Pokémon as it eats all the grass within reach while lying prone on the ground.",https://bulbapedia.bulbagarden.net/wiki/Slaking_(Pok%C3%A9mon)
290,nincada,It can sometimes live underground for more than 10 years. It absorbs nutrients from the roots of trees.,https://bulbapedia.bulbagarden.net/wiki/Nincada_(Pok%C3%A9mon)
291,ninjask,"This Pokémon is so quick, it is said to be able to avoid any attack. It loves to feed on tree sap.",https://bulbapedia.bulbagarden.net/wiki/Ninjask_(Pok%C3%A9mon)
292,shedinja,"A strange Pokémon—it flies without moving its wings, has a hollow shell for a body, and does not breathe.",https://bulbapedia.bulbagarden.net/wiki/Shedinja_(Pok%C3%A9mon)
293,whismur,"When Whismur cries, the sound of its own voice startles it, making the Pokémon cry even louder. It cries until it’s exhausted, then it falls asleep.",https://bulbapedia.bulbagarden.net/wiki/Whismur_(Pok%C3%A9mon)
294,loudred,The force of this Pokémon’s loud voice isn’t just the sound—it’s also the wave of air pressure that blows opponents away and damages them.,https://bulbapedia.bulbagarden.net/wiki/Loudred_(Pok%C3%A9mon)
295,exploud,"This Pokémon can do more than just shout. To communicate with others of its kind, it’ll emit all sorts of sounds from the holes in its body.",https://bulbapedia.bulbagarden.net/wiki/Exploud_(Pok%C3%A9mon)
296,makuhita,There’s a rumor of a traditional recipe for stew that Trainers can use to raise strong Makuhita.,https://bulbapedia.bulbagarden.net/wiki/Makuhita_(Pok%C3%A9mon)
297,hariyama,Hariyama that are big and fat aren’t necessarily strong. There are some small ones that move nimbly and use moves skillfully.,https://bulbapedia.bulbagarden.net/wiki/Hariyama_(Pok%C3%A9mon)
298,azurill,"Although Azurill are normally docile, an angry one will swing around the big ball on its tail and try to smash its opponents.",https://bulbapedia.bulbagarden.net/wiki/Azurill_(Pok%C3%A9mon)
299,nosepass,"Once the people of Hisui discovered that its red nose always points north, they grew to rely on it greatly when traveling afar. The nose seems to work in a similar way to ancient compasses.",https://bulbapedia.bulbagarden.net/wiki/Nosepass_(Pok%C3%A9mon)
300,skitty,"Skitty is known to chase around playfully after its own tail. In the wild, this Pokémon lives in holes in the trees of forests. It is very popular as a pet because of its adorable looks.",https://bulbapedia.bulbagarden.net/wiki/Skitty_(Pok%C3%A9mon)
301,delcatty,"Delcatty sleeps anywhere it wants without keeping a permanent nest. If other Pokémon approach it as it sleeps, this Pokémon will never fight—it will just move away somewhere else.",https://bulbapedia.bulbagarden.net/wiki/Delcatty_(Pok%C3%A9mon)
302,sableye,"It feeds on gemstone crystals. In darkness, its eyes sparkle with the glitter of jewels.",https://bulbapedia.bulbagarden.net/wiki/Sableye_(Pok%C3%A9mon)
303,mawile,It chomps with its gaping mouth. Its huge jaws are actually steel horns that have been transformed.,https://bulbapedia.bulbagarden.net/wiki/Mawile_(Pok%C3%A9mon)
304,aron,"When Aron evolves, its steel armor peels off. In ancient times, people would collect Aron’s shed armor and make good use of it in their daily lives.",https://bulbapedia.bulbagarden.net/wiki/Aron_(Pok%C3%A9mon)
305,lairon,"During territorial disputes, Lairon fight by slamming into each other. Close inspection of their steel armor reveals scratches and dents.",https://bulbapedia.bulbagarden.net/wiki/Lairon_(Pok%C3%A9mon)
306,aggron,"Long ago, there was a king who wore a helmet meant to resemble the head of an Aggron. He was trying to channel the Pokémon’s strength.",https://bulbapedia.bulbagarden.net/wiki/Aggron_(Pok%C3%A9mon)
307,meditite,Meditite heightens its inner energy through meditation. It survives on just one berry a day. Minimal eating is another aspect of this Pokémon’s training.,https://bulbapedia.bulbagarden.net/wiki/Meditite_(Pok%C3%A9mon)
308,medicham,"Through the power of meditation, Medicham developed its sixth sense. It gained the ability to use psychokinetic powers. This Pokémon is known to meditate for a whole month without eating.",https://bulbapedia.bulbagarden.net/wiki/Medicham_(Pok%C3%A9mon)
309,electrike,It stores electricity in its fur. It gives off sparks from all over its body in seasons when the air is dry.,https://bulbapedia.bulbagarden.net/wiki/Electrike_(Pok%C3%A9mon)
310,manectric,It rarely appears before people. It is said to nest where lightning has fallen.,https://bulbapedia.bulbagarden.net/wiki/Manectric_(Pok%C3%A9mon)
311,plusle,"When Plusle is cheering on its partner, it flashes with electric sparks from all over its body. If its partner loses, this Pokémon cries loudly.",https://bulbapedia.bulbagarden.net/wiki/Plusle_(Pok%C3%A9mon)
312,minun,"Minun loves to cheer on its partner in battle. It gives off sparks from its body while it is doing so. If its partner is in trouble, this Pokémon gives off increasing amounts of sparks.",https://bulbapedia.bulbagarden.net/wiki/Minun_(Pok%C3%A9mon)
313,volbeat,"Volbeat’s tail glows like a lightbulb. With other Volbeat, it uses its tail to draw geometric shapes in the night sky. This Pokémon loves the sweet aroma given off by Illumise.",https://bulbapedia.bulbagarden.net/wiki/Volbeat_(Pok%C3%A9mon)
314,illumise,Illumise leads a flight of illuminated Volbeat to draw signs in the night sky. This Pokémon is said to earn greater respect from its peers by composing more complex designs in the sky.,https://bulbapedia.bulbagarden.net/wiki/Illumise_(Pok%C3%A9mon)
315,roselia,"Though beautiful, it has highly poisonous thorns. There is an old tradition in my homeland wherein one would send these thorns to an opponent to challenge them to a duel.",https://bulbapedia.bulbagarden.net/wiki/Roselia_(Pok%C3%A9mon)
316,gulpin,Most of Gulpin’s body is made up of its stomach—its heart and brain are very small in comparison. This Pokémon’s stomach contains special enzymes that dissolve anything.,https://bulbapedia.bulbagarden.net/wiki/Gulpin_(Pok%C3%A9mon)
317,swalot,"Swalot has no teeth, so what it eats, it swallows whole, no matter what. Its cavernous mouth yawns widely. An automobile tire could easily fit inside this Pokémon’s mouth.",https://bulbapedia.bulbagarden.net/wiki/Swalot_(Pok%C3%A9mon)
318,carvanha,These Pokémon have sharp fangs and powerful jaws. Sailors avoid Carvanha dens at all costs.,https://bulbapedia.bulbagarden.net/wiki/Carvanha_(Pok%C3%A9mon)
319,sharpedo,This Pokémon is known as the Bully of the Sea. Any ship entering the waters Sharpedo calls home will be attacked—no exceptions.,https://bulbapedia.bulbagarden.net/wiki/Sharpedo_(Pok%C3%A9mon)
320,wailmer,"When it sucks in a large volume of seawater, it becomes like a big, bouncy ball. It eats a ton of food daily.",https://bulbapedia.bulbagarden.net/wiki/Wailmer_(Pok%C3%A9mon)
321,wailord,Its immense size is the reason for its popularity. Wailord watching is a favorite sightseeing activity in various parts of the world.,https://bulbapedia.bulbagarden.net/wiki/Wailord_(Pok%C3%A9mon)
322,numel,"Numel stores magma of almost 2,200 degrees Fahrenheit within its body. If it gets wet, the magma cools and hardens. In that event, the Pokémon’s body grows heavy and its movements become sluggish.",https://bulbapedia.bulbagarden.net/wiki/Numel_(Pok%C3%A9mon)
323,camerupt,The humps on Camerupt’s back are formed by a transformation of its bones. They sometimes blast out molten magma. This Pokémon apparently erupts often when it is enraged.,https://bulbapedia.bulbagarden.net/wiki/Camerupt_(Pok%C3%A9mon)
324,torkoal,You find abandoned coal mines full of them. They dig tirelessly in search of coal.,https://bulbapedia.bulbagarden.net/wiki/Torkoal_(Pok%C3%A9mon)
325,spoink,Spoink keeps a pearl on top of its head. The pearl functions to amplify this Pokémon’s psychokinetic powers. It is therefore on a constant search for a bigger pearl.,https://bulbapedia.bulbagarden.net/wiki/Spoink_(Pok%C3%A9mon)
326,grumpig,"Grumpig uses the black pearls on its body to wield its fantastic powers. When it is doing so, it dances bizarrely. This Pokémon’s black pearls are valuable as works of art.",https://bulbapedia.bulbagarden.net/wiki/Grumpig_(Pok%C3%A9mon)
327,spinda,"Each Spinda’s spot pattern is different. With its stumbling movements, it evades opponents’ attacks brilliantly!",https://bulbapedia.bulbagarden.net/wiki/Spinda_(Pok%C3%A9mon)
328,trapinch,It makes an inescapable conical pit and lies in wait at the bottom for prey to come tumbling down.,https://bulbapedia.bulbagarden.net/wiki/Trapinch_(Pok%C3%A9mon)
329,vibrava,"To help make its wings grow, it dissolves quantities of prey in its digestive juices and guzzles them down every day.",https://bulbapedia.bulbagarden.net/wiki/Vibrava_(Pok%C3%A9mon)
330,flygon,It is nicknamed the Desert Spirit because the flapping of its wings sounds like a woman singing.,https://bulbapedia.bulbagarden.net/wiki/Flygon_(Pok%C3%A9mon)
331,cacnea,"The more arid and harsh the environment, the more pretty and fragrant a flower Cacnea grows. This Pokémon battles by wildly swinging its thorny arms.",https://bulbapedia.bulbagarden.net/wiki/Cacnea_(Pok%C3%A9mon)
332,cacturne,"If a traveler is going through a desert in the thick of night, Cacturne will follow in a ragtag group. The Pokémon are biding their time, waiting for the traveler to tire and become incapable of moving.",https://bulbapedia.bulbagarden.net/wiki/Cacturne_(Pok%C3%A9mon)
333,swablu,"Since Swablu looks like a cumulus cloud, foes can have a hard time finding it. Apparently its wings turned white over many generations.",https://bulbapedia.bulbagarden.net/wiki/Swablu_(Pok%C3%A9mon)
334,altaria,"This Pokémon has a kind disposition, but if it’s provoked, it will threaten opponents with shrill cries before attacking them without mercy.",https://bulbapedia.bulbagarden.net/wiki/Altaria_(Pok%C3%A9mon)
335,zangoose,"Zangoose usually stays on all fours, but when angered, it gets up on its hind legs and extends its claws. This Pokémon shares a bitter rivalry with Seviper that dates back over generations.",https://bulbapedia.bulbagarden.net/wiki/Zangoose_(Pok%C3%A9mon)
336,seviper,Seviper’s swordlike tail serves two purposes—it slashes foes and douses them with secreted poison. This Pokémon will not give up its long-running blood feud with Zangoose.,https://bulbapedia.bulbagarden.net/wiki/Seviper_(Pok%C3%A9mon)
337,lunatone,It was discovered at the site of a meteor strike 40 years ago. Its stare can lull its foes to sleep.,https://bulbapedia.bulbagarden.net/wiki/Lunatone_(Pok%C3%A9mon)
338,solrock,"Solar energy is the source of its power, so it is strong during the daytime. When it spins, its body shines.",https://bulbapedia.bulbagarden.net/wiki/Solrock_(Pok%C3%A9mon)
339,barboach,"Makes its home in swamps with murky water. The poor visibility hides this Pokémon from predators, and the slime on its body makes grasping it difficult.",https://bulbapedia.bulbagarden.net/wiki/Barboach_(Pok%C3%A9mon)
340,whiscash,Strikes its caudal fin against the swamp bed to shake the ground and startle its prey. It will then swallow the fleeing prey whole. People mistook this behavior as the cause of earthquakes.,https://bulbapedia.bulbagarden.net/wiki/Whiscash_(Pok%C3%A9mon)
341,corphish,It was originally a Pokémon from afar that escaped to the wild. It can adapt to the dirtiest river.,https://bulbapedia.bulbagarden.net/wiki/Corphish_(Pok%C3%A9mon)
342,crawdaunt,A brutish Pokémon that loves to battle. It will crash itself into any foe that approaches its nest.,https://bulbapedia.bulbagarden.net/wiki/Crawdaunt_(Pok%C3%A9mon)
343,baltoy,"It was discovered in ancient ruins. While moving, it constantly spins. It stands on one foot even when asleep.",https://bulbapedia.bulbagarden.net/wiki/Baltoy_(Pok%C3%A9mon)
344,claydol,It appears to have been born from clay dolls made by ancient people. It uses telekinesis to float and move.,https://bulbapedia.bulbagarden.net/wiki/Claydol_(Pok%C3%A9mon)
345,lileep,"Lileep clings to rocks on the seabed. When prey comes close, this Pokémon entangles it with petallike tentacles.",https://bulbapedia.bulbagarden.net/wiki/Lileep_(Pok%C3%A9mon)
346,cradily,"Once Cradily catches prey in its tentacles, it digests them whole and absorbs their nutrients.",https://bulbapedia.bulbagarden.net/wiki/Cradily_(Pok%C3%A9mon)
347,anorith,Anorith can swim swiftly by pulling its eight wings through the water like oars on a boat. This Pokémon is an ancestor of modern bug Pokémon.,https://bulbapedia.bulbagarden.net/wiki/Anorith_(Pok%C3%A9mon)
348,armaldo,"Though it lives on land, it’s also a good swimmer. It dives into the ocean in search of prey, using its sharp claws to take down its quarry.",https://bulbapedia.bulbagarden.net/wiki/Armaldo_(Pok%C3%A9mon)
349,feebas,"It is a shabby and ugly Pokémon. However, it is very hardy and can survive on little water.",https://bulbapedia.bulbagarden.net/wiki/Feebas_(Pok%C3%A9mon)
350,milotic,It’s said that a glimpse of a Milotic and its beauty will calm any hostile emotions you’re feeling.,https://bulbapedia.bulbagarden.net/wiki/Milotic_(Pok%C3%A9mon)
351,castform,"Its form changes depending on the weather. The rougher conditions get, the rougher Castform’s disposition!",https://bulbapedia.bulbagarden.net/wiki/Castform_(Pok%C3%A9mon)
352,kecleon,"Its color changes for concealment and also when its mood or health changes. The darker the color, the healthier it is.",https://bulbapedia.bulbagarden.net/wiki/Kecleon_(Pok%C3%A9mon)
353,shuppet,"There’s a proverb that says, “Shun the house where Shuppet gather in the growing dusk.”",https://bulbapedia.bulbagarden.net/wiki/Shuppet_(Pok%C3%A9mon)
354,banette,"Resentment at being cast off made it spring into being. Some say that treating it well will satisfy it, and it will once more become a stuffed toy.",https://bulbapedia.bulbagarden.net/wiki/Banette_(Pok%C3%A9mon)
355,duskull,I've heard that the children of Hisui all begin to behave once they've been told the story of how this Pokémon roams about before the witching hour to spirit away misbehaving children.,https://bulbapedia.bulbagarden.net/wiki/Duskull_(Pok%C3%A9mon)
356,dusclops,"There are rumors that peeking inside its bandage-wrapped body will cause one to get pulled in through the gaps between the bandages, never to return. I've been too scared to verify.",https://bulbapedia.bulbagarden.net/wiki/Dusclops_(Pok%C3%A9mon)
357,tropius,"Bunches of delicious fruit grow around its neck. In warm areas, many ranches raise Tropius.",https://bulbapedia.bulbagarden.net/wiki/Tropius_(Pok%C3%A9mon)
358,chimecho,Can emit waves of air powerful enough to knock out prey taller than itself. I hypothesize that it amplifies the faint sound of wind within its body.,https://bulbapedia.bulbagarden.net/wiki/Chimecho_(Pok%C3%A9mon)
359,absol,"Because of this Pokémon’s ability to detect danger, people mistook Absol as a bringer of doom.",https://bulbapedia.bulbagarden.net/wiki/Absol_(Pok%C3%A9mon)
360,wynaut,It tends to move in a pack with others. They cluster in a tight group to sleep in a cave.,https://bulbapedia.bulbagarden.net/wiki/Wynaut_(Pok%C3%A9mon)
